studyName,location,latitude,longitude,vegetation,map,mat,grouping,lai,species,speciesMatched,family,pft,growingCondition,status,light,age,a.lf,a.ssba,a.ssbh,a.ssbc,a.shba,a.shbh,a.shbc,a.sbba,a.sbbh,a.sbbc,a.stba,a.stbh,a.stbc,a.cp,a.cs,h.t,h.c,d.ba,d.bh,h.bh,d.cr,c.d,m.lf,m.ss,m.sh,m.sb,m.st,m.so,m.br,m.rf,m.rc,m.rt,m.to,a.ilf,ma.ilf,r.st,r.ss,r.sb,r.sh,n.lf,n.ss,n.sb,n.sh,n.rf,n.rc
Lusk2013,Glasshouse in New Zealand,-37.7869,175.3139,NA,NA,NA,NA,NA,Weinmannia racemosa,Leiospermum racemosum,Cunionaceae,EA,GH,NA,NA,NA,0.05566,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.92E-05,NA,NA,0.088391914,0.327997993,0.54,0.070173398,0.0061,NA,NA,0.335475901,0.469826602,0.00641,NA,NA,NA,0.00288,0.00929,NA,NA,NA,NA,NA,0.000524686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delagrange0000a,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,plot_ID = 149; Subplot_ID = B,NA,Fagus grandifolia,Fagus grandifolia,Fagaceae,DA,FE,2,between 20 and 80% PPFD,NA,0.022568,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.26E-05,NA,NA,0.088668311,NA,0.241,0.13,0.004,NA,NA,0.336,0.111,0.0006495,NA,NA,NA,0.0013795,0.002029,NA,NA,NA,0.0007999,0.0028289,NA,0.028779688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delagrange0000a,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,plot_ID = 105; Subplot_ID = C,NA,Fagus grandifolia,Fagus grandifolia,Fagaceae,DA,FW,0,under 20% PPFD,NA,0.034623,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.85E-05,NA,NA,0.088668311,NA,0.41,0.255,0.007,NA,NA,0.336,0.155,0.001442,NA,NA,NA,0.002616,0.004058,NA,NA,NA,0.002069,0.006127,NA,0.041648615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poorter1999,"Riberalta, Bolivia",-11,-66,TropRF,1780,27,NA,NA,Pouteria sp.,Pouteria sp.,Sapotaceae,EA,CG,NA,25,NA,0.0799,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19E-05,NA,NA,0.0908,NA,0.47,0.13,0.0039,NA,NA,0.336303434,0.34,0.003369,NA,NA,NA,0.001807,0.005176,NA,NA,NA,0.001358,0.006534,0.00799,0.042,320,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osada2005,"Kamigamo Experimental Forest, Kyoto University",35.04,135.46,TempF,1574,15,NA,NA,Rhus trichocarpa Miq.,Toxicodendron trichocarpum,Anacardiaceae,DA,FW,NA,NA,NA,0.061666699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.46E-05,NA,0.088828532,NA,0.79,0.68,NA,0.0056,0.079,0.336303434,0.11,0.003245616,NA,NA,NA,0.008118826,0.011364441,NA,NA,NA,NA,NA,0.006851855,0.052631579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aiba2005,"Lambir Hills National Park, Sarawak, Malaysia",4.03,113.83,TropRF,2700,26,NA,NA,Shorea ovata,Shorea ovata,Dipterocarpaceae,EA,FW,0,NA,NA,0.0458,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66E-05,NA,NA,0.089,NA,0.54,0.34,0.0046,NA,NA,0.336627865,0.2,0.00303,NA,NA,NA,0.00244,0.00547,0.00051,NA,NA,0.00306,0.00853,0.0017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2013,Glasshouse in New Zealand,-37.7869,175.3139,NA,NA,NA,NA,NA,Beilschmiedia tarairi,Beilschmiedia tarairi,Lauraceae,EA,GH,NA,NA,NA,0.073904,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.96E-05,NA,NA,0.089286245,0.213210308,0.413,0.169542006,0.0071,NA,NA,0.337168768,0.243457994,0.00589,NA,NA,NA,0.00432,0.01021,NA,NA,NA,NA,NA,0.002707133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2013,Glasshouse in New Zealand,-37.7869,175.3139,NA,NA,NA,NA,NA,Dysoxylum spectabile,Dysoxylum spectabile,Meliaceae,EA,GH,NA,NA,NA,0.096644,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.96E-05,NA,NA,0.089380773,0.360833697,0.436,0,0.0071,NA,NA,0.337347202,0.436,0.00573,NA,NA,NA,0.00347,0.0092,NA,NA,NA,NA,NA,0.001316963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delagrange0000a,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,plot_ID = 137; Subplot_ID = A,NA,Acer saccharum,Acer saccharum,Aceraceae,DA,FE,2,under 20% PPFD,NA,0.031731,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.59E-05,NA,NA,0.08946176,NA,0.212,0.08,0.0045,NA,NA,0.3375,0.132,0.0014315,NA,NA,NA,0.0026103,0.0040418,NA,NA,NA,0.0025384,0.0065802,NA,0.045113611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poorter1999,"Riberalta, Bolivia",-11,-66,TropRF,1780,27,NA,NA,Euterpe precatoria,Euterpe precatoria,Aracaceae,EA,CG,NA,3,NA,0.0211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0908,NA,0.185,NA,NA,NA,NA,0.33763886,NA,0.000772,NA,NA,NA,0.000367,0.001139,NA,NA,NA,0.000179,0.001318,0.00528,0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poorter1999,"Riberalta, Bolivia",-11,-66,TropRF,1780,27,NA,NA,Bellucia pentamera,Bellucia pentamera,Melastomataceae,EA,CG,NA,25,NA,0.0625,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.55E-06,NA,NA,0.090792028,NA,0.205,0.06,0.0031,NA,NA,0.338673884,0.145,0.00232,NA,NA,NA,0.000602,0.00292,NA,NA,NA,0.00107,0.003988,0.0052,0.037,390,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poorter1999,"Riberalta, Bolivia",-11,-66,TropRF,1780,27,NA,NA,Bellucia pentamera,Bellucia pentamera,Melastomataceae,EA,CG,NA,12,NA,0.0756,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02E-05,NA,NA,0.090792028,NA,0.25,0.04,0.0036,NA,NA,0.338673884,0.21,0.00237,NA,NA,NA,0.000968,0.003333,NA,NA,NA,0.00137,0.004703,0.0054,0.031,380,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aiba2005,"Lambir Hills National Park, Sarawak, Malaysia",4.03,113.83,TropRF,2700,26,NA,NA,Shorea pilosa,Shorea pilosa,Dipterocarpaceae,EA,FW,0,NA,NA,0.1423,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.17E-05,NA,NA,0.0903,NA,1.26,0.43,0.0102,NA,NA,0.33907747,0.83,0.0106,NA,NA,NA,0.0227,0.0333,0,NA,NA,0.00794,0.04124,0.0139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aiba2007,"Lambir Hills National Park, Sarawak, Malaysia",4.03,113.83,TropRF,2700,26,NA,NA,Shorea amplexicaulis,Shorea amplexicaulis,Dipterocarpaceae,EA,FW,0,NA,NA,0.0311,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.49E-05,NA,NA,0.090432,NA,0.46,0.05,0.004349713,NA,NA,0.339325211,0.41,0.00246,NA,NA,NA,0.00291,0.00537,0,NA,NA,0.00165,0.00702,0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osada2005,"Kamigamo Experimental Forest, Kyoto University",35.04,135.46,TempF,1574,15,NA,NA,Rhus trichocarpa Miq.,Toxicodendron trichocarpum,Anacardiaceae,DA,FW,NA,NA,NA,0.037508271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32E-05,NA,0.090477868,NA,0.8,0.72,NA,0.00409878,0.08,0.339411254,0.08,0.000954222,NA,NA,NA,0.004524279,0.005478501,NA,NA,NA,NA,NA,0.003650454,0.025440313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osada2005,"Kamigamo Experimental Forest, Kyoto University",35.04,135.46,TempF,1574,15,NA,NA,Rhus trichocarpa Miq.,Toxicodendron trichocarpum,Anacardiaceae,DA,FW,NA,NA,NA,0.051487555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.16E-05,NA,0.090477868,NA,0.86,0.76,NA,0.005249762,0.086,0.339411254,0.1,0.001928806,NA,NA,NA,0.007782367,0.009711174,NA,NA,NA,NA,NA,0.006435944,0.037461602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aiba2005,"Lambir Hills National Park, Sarawak, Malaysia",4.03,113.83,TropRF,2700,26,NA,NA,Shorea beccariana,Shorea beccariana,Dipterocarpaceae,EA,FW,0,NA,NA,0.0573,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.89E-05,NA,NA,0.0907,NA,0.51,0.31,0.0049,NA,NA,0.339827643,0.2,0.00442,NA,NA,NA,0.00262,0.00704,0,NA,NA,0.00378,0.01082,0.0077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aiba2005,"Lambir Hills National Park, Sarawak, Malaysia",4.03,113.83,TropRF,2700,26,NA,NA,Shorea andulensis,Shorea andulensis,Dipterocarpaceae,EA,FW,0,NA,NA,0.0743,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.64E-05,NA,NA,0.0907,NA,0.53,0.29,0.0058,NA,NA,0.339827643,0.24,0.00462,NA,NA,NA,0.00349,0.00811,0.00069,NA,NA,0.00264,0.01075,0.0042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aiba2005,"Lambir Hills National Park, Sarawak, Malaysia",4.03,113.83,TropRF,2700,26,NA,NA,Shorea falciferoides,Shorea falciferoides,Dipterocarpaceae,EA,FW,0,NA,NA,0.0646,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.02E-05,NA,NA,0.0907,NA,0.54,0.23,0.0062,NA,NA,0.339827643,0.31,0.00429,NA,NA,NA,0.00443,0.00872,0,NA,NA,0.00268,0.0114,0.0086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poorter1999,"Riberalta, Bolivia",-11,-66,TropRF,1780,27,NA,NA,Euterpe precatoria,Euterpe precatoria,Aracaceae,EA,CG,NA,12,NA,0.0386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0908,NA,0.17,NA,NA,NA,NA,0.339852909,NA,0.001815,NA,NA,NA,0.000991,0.002806,NA,NA,NA,0.000717,0.003523,0.00643,0.047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poorter1999,"Riberalta, Bolivia",-11,-66,TropRF,1780,27,NA,NA,Bellucia pentamera,Bellucia pentamera,Melastomataceae,EA,CG,NA,50,NA,0.0779,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.12E-05,NA,NA,0.090792028,NA,0.23,0.095,0.0052,NA,NA,0.339852909,0.135,0.00622,NA,NA,NA,0.002654,0.008874,NA,NA,NA,0.00509,0.013959,0.0056,0.08,540,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poorter1999,"Riberalta, Bolivia",-11,-66,TropRF,1780,27,NA,NA,Berholletia excelsa,Berholletia excelsa,Lecythidaceae,EA,CG,NA,3,NA,0.0751,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.12E-05,NA,NA,0.090792028,NA,0.525,0.055,0.0052,NA,NA,0.339852909,0.47,0.0047,NA,NA,NA,0.00356,0.008256,NA,NA,NA,0.00231,0.010566,0.003,0.063,320,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poorter1999,"Riberalta, Bolivia",-11,-66,TropRF,1780,27,NA,NA,Euterpe precatoria,Euterpe precatoria,Aracaceae,EA,CG,NA,12,NA,0.0203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0908,NA,0.21,NA,NA,NA,NA,0.34,NA,0.000876,NA,NA,NA,0.001265,0.002141,NA,NA,NA,8.00E-04,0.002941,0.00508,0.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delagrange0000b,"Outaouais, Quebec, Canada",45.99722222,-75.325,TempF,870,3.9,Site = MUL5; Seedbed = DW,NA,Betula alleghaniensis,Betula alleghaniensis,Betulaceae,DA,FW,0,16.64,6,0.026923002,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.76E-05,NA,NA,0.090792028,NA,0.645,0.1,0.00474,NA,NA,0.34,0.545,0.00087,NA,NA,NA,0.00211,0.00298,0.00029,0.00065,0.00055,0.0012,0.00418,NA,0.032314376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delagrange0000a,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,plot_ID = 101; Subplot_ID = A,NA,Acer saccharum,Acer saccharum,Aceraceae,DA,FE,2,between 20 and 80% PPFD,NA,0.039738,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.62E-06,NA,NA,0.090792028,NA,0.315,0.27,0.0035,NA,NA,0.34,0.045,0.0011731,NA,NA,NA,0.0024751,0.0036482,NA,NA,NA,0.0010388,0.004687,NA,0.029520862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delagrange0000a,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,plot_ID = 117; Subplot_ID = A,NA,Acer saccharum,Acer saccharum,Aceraceae,DA,FE,2,between 20 and 80% PPFD,NA,0.027353,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39E-05,NA,NA,0.090792028,NA,0.42,0.15,0.0042,NA,NA,0.34,0.27,0.0012658,NA,NA,NA,0.0027633,0.0040291,NA,NA,NA,0.0009457,0.0049748,NA,0.04627646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delagrange0000b,"Outaouais, Quebec, Canada",45.99722222,-75.325,TempF,870,3.9,Site = MUL2; Seedbed = MS,NA,Betula alleghaniensis,Betula alleghaniensis,Betulaceae,DA,FW,0,8.32,5,0.098016,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.61E-05,NA,NA,0.090792028,NA,0.911,0.278,0.00766,NA,NA,0.34,0.633,0.00261,NA,NA,NA,0.00534,0.00795,0.00142,0.00118,0.0041,0.00528,0.01323,NA,0.026628305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osada2005,"Kamigamo Experimental Forest, Kyoto University",35.04,135.46,TempF,1574,15,NA,NA,Rhus trichocarpa Miq.,Toxicodendron trichocarpum,Anacardiaceae,DA,FW,NA,NA,NA,0.042595652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08E-05,NA,0.090792028,NA,0.6,0.56,NA,0.0037,0.06,0.340000001,0.04,0.001046011,NA,NA,NA,0.002825482,0.003871493,NA,NA,NA,NA,NA,0.007099275,0.024556751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aiba2005,"Lambir Hills National Park, Sarawak, Malaysia",4.03,113.83,TropRF,2700,26,NA,NA,Shorea smithiana,Shorea smithiana,Dipterocarpaceae,EA,FW,0,NA,NA,0.0562,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.38E-05,NA,NA,0.0911,NA,0.5,0.3,0.0055,NA,NA,0.340576163,0.2,0.00309,NA,NA,NA,0.00237,0.00546,0,NA,NA,0.0016,0.00706,0.0111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delagrange0000a,"Outaouais, Quebec, Canada",46.12777778,-75.15666667,TempF,870,3.9,plot_ID = 106; Subplot_ID = E,NA,Acer saccharum,Acer saccharum,Aceraceae,DA,FW,0,under 20% PPFD,NA,0.024878,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.12E-05,NA,NA,0.091326884,NA,0.265,0.07,0.0052,NA,NA,0.341,0.195,0.00111,NA,NA,NA,0.001613,0.002723,NA,NA,NA,0.004604,0.007327,NA,0.044617735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aiba2005,"Lambir Hills National Park, Sarawak, Malaysia",4.03,113.83,TropRF,2700,26,NA,NA,Shorea ochlacea,Shorea ochracea,Dipterocarpaceae,EA,FW,0,NA,NA,0.0816,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.07E-05,NA,NA,0.0918,NA,0.43,0.34,0.0072,NA,NA,0.341882129,0.09,0.0053,NA,NA,NA,0.00581,0.01111,0,NA,NA,0.00546,0.01657,0.0148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poorter1999,"Riberalta, Bolivia",-11,-66,TropRF,1780,27,NA,NA,Berholletia excelsa,Berholletia excelsa,Lecythidaceae,EA,CG,NA,25,NA,0.1424,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.70E-05,NA,NA,0.096211275,NA,0.82,0.12,0.0099,NA,NA,0.342928564,0.7,0.01065,NA,NA,NA,0.01461,0.025262,NA,NA,NA,0.01037,0.035632,0.00419,0.075,230,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aiba2005,"Lambir Hills National Park, Sarawak, Malaysia",4.03,113.83,TropRF,2700,26,NA,NA,Shorea bracteata,Shorea bracteata,Dipterocarpaceae,EA,FW,0,NA,NA,0.0655,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.64E-05,NA,NA,0.0925,NA,0.62,0.23,0.0058,NA,NA,0.343183126,0.39,0.00319,NA,NA,NA,0.00405,0.00724,0.00087,NA,NA,0.00157,0.00881,8.00E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aiba2005,"Lambir Hills National Park, Sarawak, Malaysia",4.03,113.83,TropRF,2700,26,NA,NA,Shorea laxa,Shorea laxa,Dipterocarpaceae,EA,FW,0,NA,NA,0.0331,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.41E-05,NA,NA,0.0929,NA,0.83,0.74,0.0083,NA,NA,0.343924343,0.09,0.00463,NA,NA,NA,0.0112,0.01583,0.00055,NA,NA,0.00774,0.02357,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aiba2007,"Lambir Hills National Park, Sarawak, Malaysia",4.03,113.83,TropRF,2700,26,NA,NA,Shorea amplexicaulis,Shorea amplexicaulis,Dipterocarpaceae,EA,FW,0,NA,NA,0.0486,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.47E-05,NA,NA,0.092944,NA,0.74,0.1,0.006649812,NA,NA,0.344005779,0.64,0.00413,NA,NA,NA,0.00734,0.01147,NA,NA,NA,0.00281,0.01428,0.0096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poorter1999,"Riberalta, Bolivia",-11,-66,TropRF,1780,27,NA,NA,Cecropia ficifolia,Cecropia ficifolia,Cecropiaceae,EA,CG,NA,25,NA,0.0573,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.21E-05,NA,NA,0.0935,NA,0.345,0.145,0.0053,NA,NA,0.344093011,0.2,0.00248,NA,NA,NA,0.001928,0.00441,NA,NA,NA,0.00146,0.00587,0.00716,0.043,250,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aiba2005,"Lambir Hills National Park, Sarawak, Malaysia",4.03,113.83,TropRF,2700,26,NA,NA,Shorea crassa,Shorea crassa,Dipterocarpaceae,EA,FW,0,NA,NA,0.0417,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.46E-05,NA,NA,0.0933,NA,0.92,0.64,0.0056,NA,NA,0.344663966,0.28,0.00526,NA,NA,NA,0.00848,0.01374,0,NA,NA,0.00474,0.01848,0.0059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poorter1999,"Riberalta, Bolivia",-11,-66,TropRF,1780,27,NA,NA,Euterpe precatoria,Euterpe precatoria,Aracaceae,EA,CG,NA,12,NA,0.0414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0935,NA,0.255,NA,NA,NA,NA,0.344673759,NA,0.001894,NA,NA,NA,0.002328,0.004222,NA,NA,NA,0.001279,0.005501,0.00828,0.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2013,Glasshouse in New Zealand,-37.7869,175.3139,NA,NA,NA,NA,NA,Beilschmiedia tawa,Beilschmiedia tawa,Lauraceae,EA,GH,NA,NA,NA,0.035781,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39E-05,NA,NA,0.093335996,0.403335754,0.565,0.050015364,0.00421,NA,NA,0.344730447,0.514984636,0.0032,NA,NA,NA,0.00176,0.00496,NA,NA,NA,NA,NA,0.000768582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osada2005,"Kamigamo Experimental Forest, Kyoto University",35.04,135.46,TempF,1574,15,NA,NA,Rhus trichocarpa Miq.,Toxicodendron trichocarpum,Anacardiaceae,DA,FW,NA,NA,NA,0.043549915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.29E-05,NA,0.093462381,NA,0.67,0.61,NA,0.004049691,0.067,0.344963765,0.06,0.001192495,NA,NA,NA,0.003731721,0.004924216,NA,NA,NA,NA,NA,0.006221416,0.027382256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osada2005,"Kamigamo Experimental Forest, Kyoto University",35.04,135.46,TempF,1574,15,NA,NA,Rhus trichocarpa Miq.,Toxicodendron trichocarpum,Anacardiaceae,DA,FW,NA,NA,NA,0.048835499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.26E-05,NA,0.093462381,NA,0.69,0.63,NA,0.004,0.069,0.344963765,0.06,0.001215602,NA,NA,NA,0.003748604,0.004964206,NA,NA,NA,NA,NA,0.0069765,0.024891775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osada2005,"Kamigamo Experimental Forest, Kyoto University",35.04,135.46,TempF,1574,15,NA,NA,Rhus trichocarpa Miq.,Toxicodendron trichocarpum,Anacardiaceae,DA,FW,NA,NA,NA,0.042713508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73E-05,NA,0.093462381,NA,1.08,1.03,NA,0.0047,0.108,0.344963765,0.05,0.0017194,NA,NA,NA,0.007831208,0.009550608,NA,NA,NA,NA,NA,0.00610193,0.040254237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poorter1999,"Riberalta, Bolivia",-11,-66,TropRF,1780,27,NA,NA,Bellucia pentamera,Bellucia pentamera,Melastomataceae,EA,CG,NA,12,NA,0.1023,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02E-05,NA,NA,0.093482016,NA,0.29,0.04,0.0036,NA,NA,0.344963766,0.25,0.00278,NA,NA,NA,0.001047,0.003828,NA,NA,NA,0.00105,0.004876,0.0068,0.027,350,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lusk2011,"Parque Nacional Puyehue, Chile",-40.65,-72.18,TempRF,3500,NA,NA,NA,Amomyrtus luma,Amomyrtus luma,Myrtaceae,EA,FW,NA,NA,NA,0.03439,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.07E-06,NA,NA,0.093778248,0.241146486,0.46,0.170833794,0.00254,NA,NA,0.345546196,0.289166206,0.00311,NA,NA,NA,0.00281,0.00592,NA,NA,NA,0.00196,0.00788,0.000484426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kohyama1990,"Ulu Gadut valley, Padang, Sumatra, Indonesia",-0.9166667,100.5,TropRF,4760,NA,Year = 1984,NA,Cleistanthus glandulosus,Cleistanthus glandulosus,Euphorbiaceae,EA,FW,0,NA,NA,0.0853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.22E-05,NA,0.0942,NA,0.68,0.38,NA,0.0064,0.068,0.346322343,0.3,0.0041,NA,NA,NA,0.00921,0.01331,0.00061,NA,NA,NA,NA,NA,0.048076923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vanBreugel2011,Agua Salud,9.217,-79.783,TropSF,2700,26,grouping = early secondary forest,NA,Cupania scrobiculata,Cupania scrobiculata,Sapindaceae,EA,FW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.85E-05,3.32E-05,NA,0.094247778,NA,1.6,1.5,0.01,0.0065,1.3,0.346410159,0.1,0.0094545,NA,NA,NA,0.044748005,0.054202505,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poorter1999,"Riberalta, Bolivia",-11,-66,TropRF,1780,27,NA,NA,Berholletia excelsa,Berholletia excelsa,Lecythidaceae,EA,CG,NA,12,NA,0.1348,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.67E-05,NA,NA,0.10463467,NA,0.75,0.13,0.0085,NA,NA,0.346410162,0.62,0.01001,NA,NA,NA,0.01094,0.020953,NA,NA,NA,0.01293,0.033883,0.00613,0.074,260,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poorter1999,"Riberalta, Bolivia",-11,-66,TropRF,1780,27,NA,NA,Berholletia excelsa,Berholletia excelsa,Lecythidaceae,EA,CG,NA,50,NA,0.1168,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.09E-05,NA,NA,0.10463467,NA,0.61,0.08,0.0095,NA,NA,0.346410162,0.53,0.00946,NA,NA,NA,0.01237,0.021826,NA,NA,NA,0.01646,0.038286,0.00365,0.081,290,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poorter1999,"Riberalta, Bolivia",-11,-66,TropRF,1780,27,NA,NA,Bellucia pentamera,Bellucia pentamera,Melastomataceae,EA,CG,NA,25,NA,0.0877,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.13E-05,NA,NA,0.096211275,NA,0.27,0.04,0.0038,NA,NA,0.348711915,0.23,0.00364,NA,NA,NA,0.001266,0.004906,NA,NA,NA,0.0027,0.007608,0.0058,0.041,410,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osada2005,"Kamigamo Experimental Forest, Kyoto University",35.04,135.46,TempF,1574,15,NA,NA,Rhus trichocarpa Miq.,Toxicodendron trichocarpum,Anacardiaceae,DA,FW,NA,NA,NA,0.028448906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.45E-05,NA,0.095504417,NA,0.69,0.65,NA,0.004298837,0.069,0.348711916,0.04,0.000680873,NA,NA,NA,0.004302334,0.004983207,NA,NA,NA,NA,NA,0.004064129,0.023933179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aiba2005,"Lambir Hills National Park, Sarawak, Malaysia",4.03,113.83,TropRF,2700,26,NA,NA,Shorea pilosa,Shorea pilosa,Dipterocarpaceae,EA,FW,0,NA,NA,0.0301,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.54E-05,NA,NA,0.0956,NA,0.81,0.55,0.0076,NA,NA,0.348886372,0.26,0.00391,NA,NA,NA,0.00809,0.012,0.00064,NA,NA,0.0038,0.0158,0.0067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aiba2005,"Lambir Hills National Park, Sarawak, Malaysia",4.03,113.83,TropRF,2700,26,NA,NA,Shorea ochlacea,Shorea ochracea,Dipterocarpaceae,EA,FW,0,NA,NA,0.0508,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.32E-05,NA,NA,0.0958,NA,0.32,0.26,0.0065,NA,NA,0.349251125,0.06,0.00333,NA,NA,NA,0.00335,0.00668,0,NA,NA,0.00225,0.00893,0.0095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
